artist_id,categories
b'101534',['electro']
b'66455',['hip hop']
b'86832',['NA']
b'2480',['NA']
b'103329',['hip hop']
b'31854',['rock']
b'23341',['NA']
b'18647',['NA']
b'42634',['NA']
b'55321',['rave']
b'32423',['NA']
b'49795',['drum and bass']
b'74350',['NA']
b'59981',['hip hop']
b'38044',['NA']
b'86027',['NA']
b'27592',['NA']
b'102198',['NA']
b'6166',['NA']
b'48300',['NA']
b'107293',['NA']
b'29930',['trance']
b'49724',['hip hop']
b'71495',['NA']
b'29833',['NA']
b'103750',['NA']
b'78112',['NA']
b'24705',['NA']
b'26742',"['rock', 'funk']"
b'103589',['NA']
b'40020',['hip hop']
b'105122',"['electro', 'industrial']"
b'67255',['NA']
b'14847',['NA']
b'85570',['reggae']
b'30278',['NA']
b'80878',['NA']
b'73002',['NA']
b'45267',['NA']
b'59969',['NA']
b'54134',['pop']
b'40168',['hip hop']
b'23054',['NA']
b'15241',['NA']
b'80043',['NA']
b'59132',['NA']
b'57946',['NA']
b'2688',['hip hop']
b'37545',['pop']
b'46528',['NA']
b'72102',['metal']
b'43996',['NA']
b'16266',['house']
b'66459',['NA']
b'36504',['NA']
b'11721',['NA']
b'104940',['trance']
b'13276',['hip hop']
b'33279',['hip hop']
b'64213',['NA']
b'43177',['rock']
b'39103',['NA']
b'32563',['NA']
b'102415',['pop']
b'55144',['hip hop']
b'38191',['NA']
b'87360',['NA']
b'92378',['NA']
b'40336',['trance']
b'20914',['NA']
b'17175',['NA']
b'33447',['NA']
b'75371',['NA']
b'10668',['electro']
b'31325',['NA']
b'75827',['dance']
b'42910',['NA']
b'38615',['NA']
b'65585',['NA']
b'73255',['NA']
b'54208',['NA']
b'94615',['NA']
b'2016',"['pop', 'dance']"
b'9414',['hip hop']
b'69179',['NA']
b'73082',['dance']
b'79292',['trance']
b'8959',['NA']
b'29368',['NA']
b'32339',['NA']
b'29919',['NA']
b'15310',['hip hop']
b'31236',['big beat']
b'72186',['NA']
b'30896',['NA']
b'102285',['NA']
b'88894',['NA']
b'51982',['NA']
b'56667',['breakbeat']
b'13597',['NA']
b'18550',['NA']
b'49220',['NA']
b'2607',['NA']
b'10703',['NA']
b'19537',['crunk']
b'74731',"['punk', 'pop']"
b'105955',['NA']
b'3595',['trance']
b'73036',['trance']
b'105455',['bhangra']
b'77723',['NA']
b'7942',['electro']
b'8183',['pop']
b'91711',['dance']
b'90319',['hip hop']
b'12864',['NA']
b'102926',['hip hop']
b'40764',['NA']
b'58051',['hip hop']
b'43282',['NA']
b'87985',['NA']
b'73624',['NA']
b'104644',"['house', 'electro']"
b'50753',"['folk', 'indie']"
b'44465',['electro']
b'15050',"['rock', 'punk']"
b'73881',['rock']
b'86075',['NA']
b'52596',"['rock', 'punk']"
b'105409',['electro']
b'34243',['metal']
b'91079',['hip hop']
b'89240',['NA']
b'55326',['electro']
b'82117',['americana']
b'62971',"['rock', 'folk']"
b'34488',"['rock', 'indie']"
b'13706',['rock']
b'10182',['pop']
b'25944',['hip hop']
b'92333',['NA']
b'7518',['hip hop']
b'77872',['rock']
b'100498',['hip hop']
b'85292',['electro']
b'44417',['hip hop']
b'90832',['dance']
b'23346',['metal']
b'41547',['dance']
b'71829',['hip hop']
b'32782',['hip hop']
b'15604',['metal']
b'38611',['trip hop']
b'62870',['dub']
b'60167',['trip hop']
b'81908',"['punk', 'celtic']"
b'71872',['hip hop']
b'40001',['ska']
b'42522',['NA']
b'74175',['rock']
b'89566',['jazz']
b'23612',['hip hop']
b'50826',['pop']
b'45595',"['rock', 'indie']"
b'36190',['punk']
b'51709',['electro']
b'60989',"['folk', 'indie']"
b'62337',"['rock', 'experimental']"
b'4668',['NA']
b'18733',['NA']
b'52368',['electro']
b'58163',['metal']
b'92099',['NA']
b'85011',"['pop', 'electro']"
b'20449',['rock']
b'94430',"['pop', 'indie']"
b'52732',['rock']
b'58879',"['rock', 'indie']"
b'34897',['hip hop']
b'91794',['indie']
b'42969',['electro']
b'86659',['hip hop']
b'3349',['ska']
b'47007',"['metal', 'gothic']"
b'82018',['rock']
b'48683',['NA']
b'101368',['metal']
b'38237',['grunge']
b'79700',['rock']
b'4666',"['folk', 'indie']"
b'28309',['hip hop']
b'28321',['folk']
b'58735',['rock']
b'11929',['NA']
b'14609',['metal']
b'19616',"['rock', 'indie']"
b'56217',['electro']
b'58215',['rock']
b'56970',['experimental']
b'70850',['rock']
b'33386',['hip hop']
b'60816',['NA']
b'46990',['rock']
b'59607',['hip hop']
b'61866',"['rock', 'indie']"
b'38180',['rock']
b'831',"['folk', 'indie']"
b'39386',['NA']
b'40586',['folk']
b'66652',"['rock', 'psychedelic']"
b'7731',['NA']
b'5956',['NA']
b'44390',['rock']
b'37969',['hip hop']
b'2346',['electro']
b'28262',['new wave']
b'17340',['jazz']
b'44468',"['rock', 'gothic']"
b'55567',['rock']
b'57671',['electro']
b'17967',"['punk', 'dance']"
b'88964',['country']
b'73328',['hip hop']
b'17473',"['pop', 'indie']"
b'105009',"['folk', 'indie']"
b'43824',['hip hop']
b'88062',['folk']
b'57501',['NA']
b'37109',['NA']
b'74707',['NA']
b'55844',['rock']
b'72529',"['rock', 'indie']"
b'31421',['folk']
b'3423',"['folk', 'indie']"
b'43271',['metal']
b'90181',['hip hop']
b'65363',['hip hop']
b'21606',['hip hop']
b'15085',"['rock', 'indie']"
b'100518',['electro']
b'7935',['rock']
b'27277',"['pop', 'indie']"
b'63362',['NA']
b'51852',['hip hop']
b'50401',['metal']
b'51883',['hip hop']
b'85935',['hip hop']
b'60726',['NA']
b'7069',['hip hop']
b'50277',['NA']
b'62031',['electro']
b'17429',['hip hop']
b'39708',['NA']
b'40773',['electro']
b'1611',"['rock', 'indie']"
b'104359',['NA']
b'104679',['NA']
b'8684',"['rock', 'punk']"
b'67035',['NA']
b'15490',['NA']
b'68110',['avant-garde']
b'83664',['hip hop']
b'94206',['hip hop']
b'33193',['NA']
b'69795',['hip hop']
b'69822',"['pop', 'indie']"
b'101261',"['rock', 'indie']"
b'86886',"['folk', 'pop']"
b'5977',['indie']
b'64149',['rock']
b'42243',['NA']
b'57966',['dance']
b'38853',['NA']
b'71969',['hip hop']
b'89040',['pop']
b'95286',['NA']
b'94120',['NA']
b'31511',['folk']
b'26176',['production music']
b'47376',['NA']
b'44325',['NA']
b'58984',['NA']
b'97740',['NA']
b'43020',['NA']
b'92327',"['rock', 'indie']"
b'88124',['shoegaze']
b'11046',['NA']
b'47384',['ambient']
b'49694',['NA']
b'34244',['americana']
b'72670',['glitch']
b'26507',['NA']
b'5043',['NA']
b'62148',"['rock', 'noise']"
b'21208',['folk']
b'27806',['rock']
b'10374',['NA']
b'63259',['NA']
b'106094',['NA']
b'89155',['post-hardcore']
b'38293',['rock']
b'10636',['NA']
b'54748',['ballad']
b'84934',['indie']
b'38422',['NA']
b'68347',"['rock', 'indie']"
b'103955',['NA']
b'9461',['hip hop']
b'29299',"['rock', 'indie']"
b'67638',['shoegaze']
b'98373',['rock']
b'100208',['NA']
b'26899',['neo-psychedelia']
b'2619',['rock']
b'5748',['NA']
b'11210',['NA']
b'97688',"['rock', 'indie']"
b'92224',['NA']
b'20017',"['rock', 'experimental']"
b'38004',['NA']
b'70938',['new wave']
b'35169',['classical']
b'80838',['rock']
b'57789',['NA']
b'75492',['NA']
b'52571',['ambient']
b'102482',['NA']
b'32686',['soul']
b'59046',['rock']
b'12911',['NA']
b'6307',['NA']
b'11187',['NA']
b'578',['rock']
b'3777',['NA']
b'39798',['NA']
b'76517',['NA']
b'100200',['NA']
b'81270',['NA']
b'21320',['rock']
b'76823',['NA']
b'51535',['new wave']
b'22905',['house']
b'83028',['NA']
b'25666',['punk']
b'70508',['NA']
b'15373',['NA']
b'65710',['NA']
b'85476',['NA']
b'48858',['NA']
b'99383',['NA']
b'83087',['NA']
b'47199',['NA']
b'101403',['pop']
b'36714',['pop']
b'98262',['rock']
b'71456',['NA']
b'82537',['NA']
b'100841',['ambient']
b'26599',"['rock', 'indie']"
b'57900',['NA']
b'71416',['NA']
b'29221',['NA']
b'97239',['NA']
b'20639',['NA']
b'71921',"['rock', 'folk']"
b'52403',['NA']
b'59003',['shoegaze']
b'69840',['ambient']
b'52386',['NA']
b'56618',['NA']
b'34846',['indie']
b'8359',['NA']
b'58493',['rock']
b'77597',['hip hop']
b'15190',['pop']
b'47421',['NA']
b'21574',"['rock', 'folk']"
b'82239',['NA']
b'7076',['trip hop']
b'2365',"['rock', 'indie']"
b'77562',['NA']
b'4829',['punk']
b'88962',['NA']
b'5477',['rock']
b'11151',['folk']
b'65940',"['rock', 'indie']"
b'66640',['hip hop']
b'43061',['rock']
b'15299',['NA']
b'41994',['NA']
b'76482',['rock']
b'4428',['NA']
b'15771',['indie']
b'85984',['NA']
b'55845',['rock']
b'10467',['ambient']
b'56236',['ambient']
b'106141',['NA']
b'29848',['NA']
b'75893',['experimental']
b'93735',['indie']
b'48302',"['rock', 'indie']"
b'24791',"['rock', 'indie']"
b'78023',['hip hop']
b'61263',['NA']
b'105089',['NA']
b'81393',['downtempo']
b'94403',['rock']
b'96976',['NA']
b'105511',['NA']
b'77361',['downtempo']
b'43613',['NA']
b'3614',['ambient']
b'46007',['pop']
b'24642',['NA']
b'25923',['NA']
b'34199',['rock']
b'97251',['NA']
b'98078',"['pop', 'indie']"
b'35841',['rock']
b'82166',['NA']
b'22786',['rock']
b'31211',['NA']
b'68323',['NA']
b'5327',['folk']
b'16975',['NA']
b'99701',['NA']
b'89223',['rock']
b'18839',['NA']
b'63877',['NA']
b'8836',['NA']
b'12042',['rock']
b'46388',"['rock', 'indie']"
b'14586',['NA']
b'95870',['NA']
b'46693',['punk']
b'57666',['NA']
b'34661',['NA']
b'9250',['NA']
b'60445',['pop']
b'18234',['electro']
b'41444',"['pop', 'indie']"
b'71017',['NA']
b'29522',['NA']
b'36699',['NA']
b'36901',['NA']
b'44073',['NA']
b'70664',['NA']
b'25515',['rock']
b'23648',['pop']
b'103509',['rock']
b'70780',['hip hop']
b'57929',['NA']
b'38758',['gospel']
b'35043',['NA']
b'55550',"['pop', 'indie']"
b'71749',['NA']
b'47227',['NA']
b'71403',"['rock', 'indie']"
b'98786',"['rock', 'indie']"
b'57843',['doo-wop']
b'11708',"['pop', 'indie']"
b'28025',['NA']
b'3778',['NA']
b'69208',"['rock', 'indie']"
b'96362',['NA']
b'35528',['rock']
b'8748',['house']
b'88990',['NA']
b'19501',['NA']
b'28638',['NA']
b'52544',['NA']
b'42577',['ambient']
b'65868',['NA']
b'9215',['NA']
b'27215',['NA']
b'97735',['rock']
b'87533',['NA']
b'42440',['neo-psychedelia']
b'58062',['electro']
b'88085',['house']
b'32108',['NA']
b'73468',['reggae']
b'92890',['new wave']
b'32792',['NA']
b'43385',['NA']
b'26608',['shoegaze']
b'58859',['screamo']
b'33316',"['rock', 'indie']"
b'75522',"['rock', 'folk']"
b'45806',['new wave']
b'18819',['NA']
b'57936',['NA']
b'8148',['rock']
b'7492',['rock']
b'14803',['NA']
b'90454',['folk']
b'70994',"['rock', 'indie']"
b'99217',['NA']
b'26484',['hip hop']
b'5882',['rock']
b'98723',['NA']
b'14041',['folk']
b'84466',['NA']
b'65633',['NA']
b'42017',['ambient']
b'64090',['NA']
b'22725',['NA']
b'68995',['rock']
b'91338',['NA']
b'46964',['NA']
b'67009',['rock']
b'91656',"['rock', 'indie']"
b'27727',['NA']
b'54164',['classical']
b'104146',['NA']
b'69194',['NA']
b'17439',['NA']
b'67985',['NA']
b'4608',['NA']
b'42949',['NA']
b'90568',['NA']
b'57304',['NA']
b'63688',['NA']
b'4941',"['jazz', 'avant-garde']"
b'89643',"['pop', 'baroque']"
b'87093',['NA']
b'49723',['avant-garde']
b'85693',['NA']
b'40705',['NA']
b'8396',['NA']
b'26433',['NA']
b'40955',['electro']
b'992',['rock']
b'37419',['electro']
b'64773',['NA']
b'49656',['NA']
b'76192',['rock']
b'29794',"['ambient', 'techno']"
b'60128',['NA']
b'57748',['jazz']
b'72827',['rock']
b'74088',['NA']
b'55566',['NA']
b'23081',['pop']
b'73504',['rock']
b'95887',['NA']
b'102392',['NA']
b'26050',['NA']
b'93434',['NA']
b'93469',['NA']
b'92150',['NA']
b'33285',['ambient']
b'50737',['new wave']
b'46833',['NA']
b'21849',['NA']
b'84411',['NA']
b'22978',"['rock', 'indie']"
b'90151',['rock']
b'71543',['singer-songwriter']
b'50876',['NA']
b'26924',['rock']
b'2245',['NA']
b'89674',['punk']
b'18029',"['rock', 'psychedelic']"
b'28101',['slowcore']
b'46295',['NA']
b'33954',['NA']
b'62488',['rock']
b'18486',['NA']
b'93629',['NA']
b'73635',['soul']
b'3853',"['pop', 'country']"
b'20143',['NA']
b'41783',['pop']
b'52022',['jazz']
b'5750',['rock']
b'51625',['pop']
b'6033',['NA']
b'37054',"['rock', 'indie']"
b'80661',['NA']
b'52810',['punk']
b'10966',"['rock', 'indie']"
b'45650',['indie']
b'36522',['hip hop']
b'60318',['NA']
b'96718',['NA']
b'89252',['NA']
b'27449',['rock']
b'99354',['rock']
b'89313',['metal']
b'38952',['rock']
b'63862',['jazz']
b'2085',['chanson française']
b'74288',['NA']
b'21615',['NA']
b'71579',['NA']
b'69181',['electro']
b'94184',['electro']
b'96828',['rock']
b'57247',['NA']
b'52606',['NA']
b'61132',['NA']
b'3205',['rock']
b'61826',['NA']
b'7795',"['pop', 'dance']"
b'36511',['grunge']
b'65880',['rock']
b'60644',['punk']
b'100481',['NA']
b'74670',"['rock', 'indie']"
b'88155',['classical']
b'40611',['NA']
b'78884',['NA']
b'4260',['classical']
b'58435',['metal']
b'8894',['NA']
b'32245',['downtempo']
b'72764',['metal']
b'195',['rock']
b'55883',['electro']
b'20956',['NA']
b'56900',['pop']
b'41708',['NA']
b'61563',"['punk', 'dance']"
b'93408',['NA']
b'71580',['big beat']
b'50728',['rock']
b'57159',['rock']
b'1558',['NA']
b'13316',['classical']
b'29820',['NA']
b'44138',['ambient']
b'68862',['NA']
b'69238',['NA']
b'31860',['grunge']
b'86617',['NA']
b'31178',['grindcore']
b'5374',['NA']
b'21607',['punk']
b'67616',['NA']
b'90048',['NA']
b'96525',['rock']
b'38279',"['classical', 'mod']"
b'106',['NA']
b'52851',['post-hardcore']
b'59491',['NA']
b'73512',['metal']
b'71195',['pop']
b'74270',['NA']
b'46984',['classical']
b'22566',['NA']
b'30071',['punk']
b'49557',['rock']
b'8273',['punk']
b'57674',['classical']
b'11891',['NA']
b'35376',['rock']
b'92877',['grindcore']
b'9064',['metal']
b'48199',"['rock', 'blues']"
b'17159',['dance']
b'12506',['metal']
b'29286',['NA']
b'80541',['NA']
b'67593',['dance']
b'106465',['NA']
b'6445',['punk']
b'74888',"['metal', 'industrial']"
b'31007',['calypso']
b'52977',['idm']
b'94458',['NA']
b'53058',['rock']
b'2188',['NA']
b'74177',['rock']
b'55858',['NA']
b'72622',['classical']
b'24238',"['rock', 'psychedelic']"
b'39064',"['rock', 'folk']"
b'11993',['electro']
b'97287',['jazz']
b'83777',['punk']
b'73509',['metal']
b'106944',"['rock', 'folk']"
b'52887',['metal']
b'31829',['electro']
b'15398',['NA']
b'2175',['NA']
b'15621',['classical']
b'68752',['NA']
b'51597',['americana']
b'33561',['NA']
b'77149',['pop']
b'73463',['NA']
b'38351',['punk']
b'6184',['classical']
b'50129',['mod']
b'6718',['NA']
b'69155',['NA']
b'572',['classical']
b'91285',['rock']
b'74215',['NA']
b'103749',['NA']
b'40517',['metal']
b'32616',['NA']
b'61541',['folk']
b'70594',['NA']
b'40381',"['pop', 'indie']"
b'71609',['metal']
b'20707',['punk']
b'96580',['metal']
b'105766',['electro']
b'21399',['rock']
b'87118',['jazz']
b'79075',['classical']
b'39998',['rock']
b'96363',"['pop', 'indie']"
b'44281',['downtempo']
b'79721',['classical']
b'47977',['experimental']
b'102271',"['ambient', 'techno']"
b'69998',['folk']
b'72701',"['rock', 'indie']"
b'62697',['NA']
b'7003',['rock']
b'77017',['funk']
b'101275',['NA']
b'20862',['folk']
b'104869',['classical']
b'11725',['mathcore']
b'75199',['NA']
b'26203',['rock']
b'78066',['rock']
b'6339',['folk']
b'98096',['mpb']
b'56715',['idm']
b'8821',['rock']
b'53746',['electro']
b'74443',['NA']
b'842',['NA']
b'16546',['classical']
b'80999',['metal']
b'30362',['classical']
b'32694',['NA']
b'13169',['rock']
b'34224',['NA']
b'18882',['NA']
b'94781',['rock']
b'8530',['rock']
b'59146',['NA']
b'68047',['emo']
b'49170',['metal']
b'28252',['metal']
b'2860',['NA']
b'23418',['pop']
b'14880',['post-hardcore']
b'60406',['funk']
b'59915',['electro']
b'79992',"['ambient', 'techno']"
b'28358',['NA']
b'32663',['NA']
b'26467',['metal']
b'75506',['electro']
b'9733',['metal']
b'2033',['NA']
b'2991',"['rock', 'blues']"
b'79272',['rock']
b'48651',['punk']
b'61984',"['rock', 'psychedelic']"
b'77048',"['rock', 'industrial']"
b'96240',['classical']
b'87066',['djent']
b'11093',['rock']
b'30113',['NA']
b'48226',['folk']
b'8553',['NA']
b'101709',['metal']
b'78308',['funk']
b'77500',['indie']
b'77988',['NA']
b'12595',['rock']
b'97143',['metal']
b'14815',['NA']
b'8956',['grunge']
b'36492',['electro']
b'7269',"['rock', 'blues']"
b'45666',['new wave']
b'68113',['metal']
b'21237',['rock']
b'77220',['metal']
b'11806',['NA']
b'2777',['trip hop']
b'16889',['NA']
b'50442',['NA']
b'34808',['NA']
b'32550',['NA']
b'70172',['rock']
b'100226',['classical']
b'31784',['NA']
b'37614',"['folk', 'indie']"
b'28730',['soul']
b'69810',['NA']
b'65657',['rock']
b'14051',['NA']
b'42519',['folk']
b'48374',['NA']
b'55753',"['rock', 'indie']"
b'32407',['grindcore']
b'25799',['rock']
b'64481',['folk']
b'41494',['downtempo']
b'36393',['metal']
b'60799',['NA']
b'44037',['metal']
b'55908',['folk']
b'93922',['soul']
b'15820',['NA']
b'72151',['NA']
b'66002',['rock']
b'71489',['grindcore']
b'92042',['metal']
b'66369',['rock']
b'19556',['metal']
b'35945',['rock']
b'99998',['NA']
b'46103',['metal']
b'21861',['NA']
b'95858',['singer-songwriter']
b'81634',['NA']
b'10980',['NA']
b'44719',['NA']
b'58430',"['rock', 'experimental']"
b'38165',['indie']
b'49854',"['rock', 'blues']"
b'88409',['new wave']
b'19722',['rock']
b'66912',"['rock', 'folk']"
b'14612',['NA']
b'85295',['folk']
b'36508',['NA']
b'42320',['pop']
b'60688',['NA']
b'104246',['rock']
b'104868',['NA']
b'49066',['rock']
b'9468',['NA']
b'20199',['NA']
b'81542',['reggae']
b'68749',['NA']
b'97329',['NA']
b'18385',['rock']
b'66161',['dub']
b'75082',['jazz']
b'19921',['pop']
b'48238',"['metal', 'glam']"
b'30842',['dance']
b'87152',['hip hop']
b'74807',['electro']
b'19177',['electro']
b'61080',['hip hop']
b'49140',['rock']
b'31598',['indie']
b'56129',['funk']
b'90222',['electro']
b'56494',['downtempo']
b'16454',"['punk', 'dance']"
b'60786',['NA']
b'59185',['NA']
b'101196',['bossa nova']
b'74462',['soul']
b'25113',['hip hop']
b'75069',['NA']
b'63207',['NA']
b'48715',"['house', 'electro']"
b'19469',"['pop', 'electro']"
b'62852',['downtempo']
b'25917',"['pop', 'indie']"
b'59775',['fado']
b'88994',['jazz']
b'59528',"['pop', 'dance']"
b'72236',['metal']
b'35118',['NA']
b'29262',['pop']
b'46817',['NA']
b'85789',['pop']
b'5109',['dub']
b'87756',['indie']
b'44519',['pop']
b'47503',['NA']
b'101147',['hip hop']
b'41240',['NA']
b'30234',['hip hop']
b'86898',['hip hop']
b'65382',['NA']
b'61308',['NA']
b'44063',"['rock', 'indie']"
b'60144',['techno']
b'23074',['NA']
b'80190',['electro']
b'10738',['jazz']
b'43508',['rock']
b'71905',['NA']
b'30183',['rock']
b'104048',"['pop', 'indie']"
b'27228',['drum and bass']
b'68656',['electro']
b'106876',['NA']
b'104030',"['pop', 'indie']"
b'82107',['NA']
b'18863',['soul']
b'38558',['rock']
b'13916',['soul']
b'3883',['new wave']
b'55298',['rock']
b'59968',['r&b']
b'21088',['chillout']
b'20056',['hip hop']
b'93513',['NA']
b'73363',"['rock', 'indie']"
b'35280',['disco']
b'3344',['rock']
b'32408',['new wave']
b'85622',['rock']
b'71810',"['pop', 'dance']"
b'92458',['dub']
b'57530',['NA']
b'61652',['emo']
b'41065',"['pop', 'electro']"
b'9069',['pop']
b'100987',['rock']
b'29850',['NA']
b'6920',['NA']
b'6368',['rock']
b'88595',['NA']
b'25112',['NA']
b'95528',['punk']
b'19613',['NA']
b'99524',['screamo']
b'98847',['rock']
b'65106',['classical']
b'5153',['metal']
b'85852',['rock']
b'69346',['NA']
b'48887',['NA']
b'7000',['easycore']
b'56529',['rock']
b'43251',['metal']
b'15094',['NA']
b'7101',"['metal', 'gothic']"
b'48874',['rock']
b'22340',['NA']
b'31760',['NA']
b'46168',"['pop', 'dance']"
b'97167',['punk']
b'51586',['dance']
b'5479',['rock']
b'22553',['NA']
b'57826',['NA']
b'32753',['metal']
b'69894',['chiptune']
b'17188',['metal']
b'45671',['emo']
b'46609',['emo']
b'32141',['r&b']
b'55263',['grunge']
b'17567',['electro']
b'77726',['NA']
b'60108',['NA']
b'23543',['NA']
b'7580',"['rock', 'indie']"
b'60374',['NA']
b'61326',['metal']
b'101483',['punk']
b'1683',['NA']
b'93758',['punk']
b'19291',['rock']
b'74672',['NA']
b'4667',['NA']
b'63030',['NA']
b'64487',['NA']
b'4341',['NA']
b'33434',['metal']
b'96877',['NA']
b'95564',['rock']
b'100793',['pop']
b'3487',"['punk', 'pop']"
b'85632',['r&b']
b'42838',['rock']
b'78286',['NA']
b'51650',['rock']
b'12634',['post-hardcore']
b'7664',['emo']
b'12406',['NA']
b'95132',['rock']
b'11815',['melodic hardcore']
b'40401',['NA']
b'60870',['NA']
b'23625',['grindcore']
b'84928',['NA']
b'51841',['metal']
b'106441',['screamo']
b'96497',['screamo']
b'102584',"['rock', 'indie']"
b'57828',['NA']
b'81642',['r&b']
b'58299',['NA']
b'82964',['metal']
b'66102',['NA']
b'104508',['NA']
b'67162',['rock']
b'3127',['cybergrind']
b'79942',['NA']
b'77283',"['rock', 'punk']"
b'1353',['r&b']
b'86154',['screamo']
b'15341',['post-hardcore']
b'100488',['metal']
b'81509',['pop']
b'6098',['NA']
b'22248',['emo']
b'87726',['deathcore']
b'76330',['NA']
b'69842',['instrumental']
b'26354',['hip hop']
b'81079',['NA']
b'41090',['NA']
b'97697',['sasscore']
b'11541',['emo']
b'32453',['NA']
b'20628',['NA']
b'21922',['NA']
b'27522',['experimental']
b'60255',['NA']
b'54495',['NA']
b'71790',['rock']
b'2384',['NA']
b'11697',['NA']
b'1545',['rock']
b'44996',['post-hardcore']
b'25004',['NA']
b'69950',['post-hardcore']
b'83128',['rock']
b'24769',['NA']
b'14773',['mathcore']
b'78417',['NA']
b'5665',['NA']
b'42008',['NA']
b'18629',['soul']
b'105704',['NA']
b'80204',['punk']
b'13136',['NA']
b'68367',['NA']
b'59378',['NA']
b'97619',['NA']
b'74819',"['pop', 'indie']"
b'36050',['metal']
b'55063',['grindcore']
b'62709',['dance']
b'9649',['emo']
b'20738',['NA']
b'52451',['NA']
b'41768',['NA']
b'61171',['NA']
b'22109',"['punk', 'pop']"
b'44850',"['punk', 'pop']"
b'107265',['NA']
b'82391',['post-hardcore']
b'104612',['NA']
b'20815',['screamo']
b'58983',['dance']
b'10893',['punk']
b'77176',['post-hardcore']
b'47850',['rock']
b'973',['punk']
b'87860',['NA']
b'32589',['NA']
b'76528',['NA']
b'52389',['NA']
b'104400',['hip hop']
b'91354',['NA']
b'97483',['NA']
b'95998',['rock']
b'98131',"['rock', 'indie']"
b'30309',['mathcore']
b'94827',['NA']
b'98079',['instrumental']
b'32224',['electro']
b'80695',['rock']
b'43258',['NA']
b'70043',['NA']
b'64170',['emo']
b'58286',['NA']
b'28190',['NA']
b'64419',['screamo']
b'104202',['NA']
b'98810',['rock']
b'63277',['emo']
b'72895',['rock']
b'20713',['NA']
b'88590',['NA']
b'70226',['punk']
b'31299',['emo']
b'69734',['NA']
b'30831',['rock']
b'47589',['NA']
b'88139',['NA']
b'10580',"['punk', 'pop']"
b'67016',['NA']
b'77985',['electro']
b'36706',['punk']
b'56914',['NA']
b'81012',['NA']
b'62438',['NA']
b'68547',['NA']
b'38875',['NA']
b'80776',['NA']
b'29907',['emo']
b'104234',['rock']
b'10001',['NA']
b'31621',['mathcore']
b'77882',['metal']
b'53521',['metal']
b'67063',['NA']
b'11981',['NA']
b'31865',['rock']
b'20928',['NA']
b'19809',['NA']
b'31047',['NA']
b'73856',['NA']
b'26963',['NA']
b'38366',['NA']
b'101216',['NA']
b'15941',['rock']
b'56965',['screamo']
b'23363',['house']
b'94292',['NA']
b'12735',['NA']
b'41334',['screamo']
b'61257',['NA']
b'7454',['post-hardcore']
b'94006',['NA']
b'89911',['NA']
b'39624',['NA']
b'26379',['emo']
b'41816',['NA']
b'24908',['NA']
b'16371',['NA']
b'106729',['NA']
b'57392',['NA']
b'16594',['metal']
b'85727',['punk']
b'5674',['NA']
b'44745',['NA']
b'78444',['NA']
b'58671',['NA']
